ID,brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,damaged,first_owner,personal_using,turbo,alloy_wheels,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,third_row_seating,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,interior_color,exterior_color,USD price
26286,FIAT,500X Easy,2016,117749,2.4L I4 16V MPFI SOHC,2.4,9-Speed Automatic,1,Gasoline,Front-wheel Drive,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,Black Gray,Black Clearcoat,11324
26287,MINI,Cooper Clubman John Cooper Works,2009,84043,1.6L I4 16V GDI SOHC Turbo,1.6,6-Speed Manual,0,Gasoline,Front-wheel Drive,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Black,Red,9990
26288,Volkswagen,Taos 1.5T SE,2022,13533,1.5L I4 16V GDI DOHC Turbo,1.5,8-Speed Automatic,1,Gasoline,Front-wheel Drive,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,Gray / Black,Deep Black Pearl Effect,25684
26289,Toyota,Tacoma TRD Off Road,2019,65651,3.5L V6 24V PDI DOHC,3.5,6-Speed,0,Gasoline,Four-wheel Drive,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,,Gray,36695
26290,Toyota,Highlander Hybrid Platinum,2021,26714,2.5L I4 16V PDI DOHC Hybrid,2.5,Automatic CVT,1,Hybrid,Four-wheel Drive,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,,Blue,49988
26291,Kia,Rio LX,2016,77209,1.6L I4 16V GDI DOHC,1.6,6-Speed Automatic,1,Gasoline,Front-wheel Drive,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Black,Silver,14599
26292,Volvo,V60 T5 Momentum,2021,17210,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,Charcoal,Crystal White Metallic,39995
26293,Toyota,Highlander Limited,2016,86329,3.5L V6 24V MPFI DOHC,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,Black,Midnight Black Metallic,24991
26294,Jaguar,XJR Supercharged,2001,81035,"4L V-8 DOHC, intercooled supercharger, engine with 370HP",4,Automatic,1,Gasoline,Rear-wheel Drive,,,,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,Oatmeal,Anthracite,12450
26295,Maserati,Levante S,2020,61021,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,Black,Nero,36950
26296,Nissan,GT-R Premium,2016,38186,3.8L V6 24V MPFI DOHC Twin Turbo,3.8,6-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,Red Amber,Pearl White,80199
26297,Porsche,718 Cayman Base,2018,34666,2.0L H4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,Black,Carrara White Metallic,56980
26298,Lexus,IS 250 Base,2014,89375,2.5L V6 24V PDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,Black,Ultra White,22991
26299,Nissan,Armada SL 4WD,2021,59048,"Endurance 5.6L V-8 gasoline direct injection, DOHC, variable val",5.6,Automatic,1,Gasoline,Four-wheel Drive,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Charcoal,Super Black,35998
26300,Mazda,CX-5 Grand Touring,2020,42998,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,Black,Machine Gray Metallic,25752
26301,Toyota,Tundra SR5,2023,6361,3.4L V6 24V PDI DOHC Twin Turbo,3.4,10-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,Black,Celestial Silver Metallic,49990
26302,Jeep,Grand Cherokee L Limited,2021,51929,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,Global Black,Diamond Black,39888
26303,FIAT,500 Sport,2015,64677,1.4L I4 16V MPFI SOHC,1.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Black,Silver,13695
26304,Volvo,S60 T5 Drive-E Premier,2016,44908,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,Off Black,Black,18000
26305,Mercedes-Benz,S-Class S 550,2017,37867,4.7L V8 32V GDI DOHC Twin Turbo,4.7,9-Speed Automatic,1,Gasoline,Rear-wheel Drive,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,Designo Black,Selenite Gray Metallic,61887
26306,Audi,S3 2.0T Premium Plus,2017,78449,2.0L I4 16V GDI DOHC Turbo,2,6-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,Black,Mythos Black Metallic,25950
26307,Nissan,Sentra SR,2016,98300,1.8L I4 16V MPFI DOHC,1.8,Automatic CVT,1,Gasoline,Front-wheel Drive,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,Charcoal,Brilliant Silver,10511
26308,Jeep,Grand Cherokee L Limited,2021,13290,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,Beige,Black,43987
26309,Mazda,Mazda3 s,2004,150079,2.3L I4 16V MPFI DOHC,2.3,5-Speed Manual,0,Gasoline,Front-wheel Drive,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black,Velocity Red Mica,6995
26310,Audi,A4 2.0T Premium,2019,55416,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,Rock Gray / Granite Gray,Glacier White Metallic,26998
26311,Ford,Bronco Big Bend,2022,5379,2.3L I4 16V GDI DOHC Turbo,2.3,10-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,Gray,Green,49000
26312,Honda,CR-V Special Edition,2021,17383,1.5L I4 16V GDI DOHC Turbo,1.5,Automatic CVT,1,Gasoline,Front-wheel Drive,,,,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,Black,Pearl,30998
26313,Porsche,911 Carrera 4S,2002,89570,"3.6L H-6 DOHC, VarioCam Plus variable valve control, engine with",3.6,Automatic,1,Gasoline,Four-wheel Drive,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,Silver - Meridian Metallic,24885
26314,Honda,Passport TrailSport,2022,7632,3.5L V6 24V GDI SOHC,3.5,9-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,Black,White,38618
26315,Jeep,Wrangler Unlimited Sport,2021,15531,3.0L V6 24V DDI DOHC Turbo Diesel,3,8-Speed Automatic,1,Diesel,Four-wheel Drive,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,Black,Snazzberry Pearlcoat,36671
26316,Chevrolet,Silverado 1500 Custom Trail Boss,2021,27996,5.3L V8 16V GDI OHV,5.3,Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,Jet Black,Summit White,45557
26317,Cadillac,Escalade ESV Luxury,2019,82542,6.2L V8 16V GDI OHV,6.2,10-Speed Automatic,1,Gasoline,Four-wheel Drive,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,Shale,White,42308
26318,MINI,Cooper Clubman,2010,65000,1.6L I4 16V MPFI DOHC,1.6,6-Speed Manual,0,Gasoline,Front-wheel Drive,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Black,White,9500
26319,Volkswagen,Eurovan MV,2003,235837,2.8L V6 24V MPFI DOHC,2.8,4-Speed Automatic,1,Gasoline,Front-wheel Drive,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Gray,Arctic White,26660
26320,Mazda,Mazda6 Touring,2017,86187,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,Black,Soul Red Metallic,16798
26321,Maserati,Ghibli S Q4 GranSport,2018,37467,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,Sabbia,Blu,38798
26322,Mitsubishi,Outlander SE,2022,25264,2.5L 4-Cylinder DOHC,2.5,Variable,0,Unknown,Front-wheel Drive,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,Black,Cosmic Blue Metallic,28624
26323,Volvo,V90 Cross Country T6,2021,17640,2.0L I4 16V GDI DOHC,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,Charcoal,Denim Blue Metallic,46500
26324,Nissan,Sentra SV,2019,63563,1.8L I4 16V MPFI DOHC,1.8,Automatic Xtronic CVT,1,Gasoline,Front-wheel Drive,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Charcoal,Brilliant Silver Metallic,17904
26325,MINI,Countryman Cooper ALL4,2017,121976,"1.5L I-3 gasoline direct injection, DOHC, variable valve control",1.5,Automatic,1,Gasoline,Four-wheel Drive,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,Black,Moonwalk Gray Metallic,14950
26326,Chevrolet,Corvette Base,2007,26740,6.0L V8 16V MPFI OHV,6,6-Speed Manual,0,Gasoline,Rear-wheel Drive,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Ebony,Victory Red,29590
26327,Maserati,Ghibli S,2019,26691,3.0L V6,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,Rosso,Bianco,36211
26328,Audi,SQ5 3.0T Premium,2019,30479,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,Black,Navarra Blue Metallic,41810
26329,Land,Rover Discovery Sport HSE,2018,90694,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,Black,Black,22995
26330,Mazda,MX-5 Miata Club,2018,41342,Premium Unleaded I-4 2.0 L/122,2,Manual,0,Gasoline,Rear-wheel Drive,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,Black w/Red Stitching,Ceramic Metallic,24499
26331,Porsche,Macan Base (PDK),2023,6171,2.0L I4 16V GDI DOHC Turbo,2,Automatic,1,Gasoline,Four-wheel Drive,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agate Grey,White,64500
26332,Cadillac,CT4 Premium Luxury,2021,33871,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,Cinnamon,Shadow Metallic,34856
26333,MINI,Hardtop Cooper,2017,38402,1.5L I3 12V GDI DOHC Turbo,1.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,Black,Black,23998
26334,Cadillac,DTS,2009,41425,4.6L V8 32V MPFI DOHC,4.6,4-Speed Automatic,1,Gasoline,Front-wheel Drive,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Midnight Blue,Black Raven,11995
26335,Mitsubishi,Outlander Sport SE,2018,40388,2.4L I4 16V MPFI DOHC,2.4,Automatic CVT,1,Gasoline,Four-wheel Drive,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,Black,Quartz,18822
26336,Alfa,Romeo Stelvio Sprint,2022,2293,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,Black,White,37870
26337,Volkswagen,Atlas 3.6 V6 SEL Premium,2021,3008,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,Titan Black / Quarzit,Pure White,44201
26338,Land,Rover Range Rover Evoque Landmark Edition,2019,32666,I4,,Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,Ebony,Yulong White,38998
26339,BMW,M3 Base,2016,35805,3.0L I6 24V GDI DOHC Twin Turbo,3,7-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,Black,Alpine White,48549
26340,Jaguar,F-PACE S,2019,39408,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,Ebony / Ebony,Narvik Black,39999
26341,BMW,750 i xDrive,2020,28225,"4.4L V-8 gasoline direct injection, DOHC, Double VANOS variable",4.4,Automatic,1,Gasoline,Four-wheel Drive,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,Ivory White/Black,Black Sapphire Metallic,55489
26342,Maserati,Ghibli S Q4 GranSport,2019,10311,3.0L,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,Nero,Nero Ribelle Mica,54498
26343,Alfa,Romeo Stelvio Ti,2020,20116,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,Black,Vulcano Black Metallic,39995
26344,Ford,Mustang GT,2000,79363,4.6L V-8 engine with 260HP,4.6,Manual,0,Gasoline,Rear-wheel Drive,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sand,RED,10950
26345,Kia,Sorento SX,2022,12607,"2.5L I-4 port/direct injection, DOHC, variable valve control, in",2.5,Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,Black,Ebony Black,41998
26346,Alfa,Romeo Stelvio Ti Sport,2019,33158,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,Sport,Black,27991
26347,Kia,Rio S,2019,22301,1.6L I4 16V GDI DOHC,1.6,6-Speed Automatic,1,Gasoline,Front-wheel Drive,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,,White,16995
26348,Mercedes-Benz,AMG C 43 Base 4MATIC,2022,4838,3.0L V6 24V GDI DOHC Twin Turbo,3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,Cranberry Red,Black,62888
26349,Land,Rover Range Rover Evoque SE Premium,2016,78610,"2L I-4 gasoline direct injection, DOHC, variable valve control,",2,"Auto, 9-Spd w/Sport Mode",0,Gasoline,Four-wheel Drive,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,Ebony/Ebony,White,20995
26350,Jaguar,XKR,2004,90895,4.2L V8 32V MPFI DOHC Supercharged,4.2,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,Black,Black,14995
26351,Mercedes-Benz,AMG C 63 S,2020,26415,4.0L V8 32V GDI DOHC Twin Turbo,4,9-Speed Automatic,1,Gasoline,Rear-wheel Drive,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,Black,Selenite Gray Metallic,69149
26352,BMW,750 i xDrive,2020,17819,4.4L V8 32V GDI DOHC Twin Turbo,4.4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,Mocha,Arctic Gray Metallic,61999
26353,Kia,Sorento LX,2016,59844,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1,Gasoline,Four-wheel Drive,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,Satin Black,Ebony Black,15965
26354,Mercedes-Benz,C-Class C 300,2022,7965,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Rear-wheel Drive,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,Black,White,43900
26355,Maserati,GranTurismo Sport,2013,38199,"4.7L V-8 DOHC, variable valve control, engine with 444HP",4.7,Automatic,1,Gasoline,Rear-wheel Drive,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,Nero,Grigio Granito Metallic,42995
26356,MINI,Hardtop Cooper,2013,75056,1.6L I4 16V MPFI DOHC,1.6,6-Speed Automatic,1,Gasoline,Front-wheel Drive,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Carbon Black,Chili Pepper Red,10395
26357,Audi,Q7 45 Premium,2022,12783,2.0L I4 16V GDI DOHC Turbo,2,Automatic,1,Gasoline,Four-wheel Drive,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,Okapi Brown,Carrara White,52991
26358,Audi,A3 1.8T Premium,2016,32197,1.8L I4 16V GDI DOHC Turbo,1.8,6-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,Black,Florett Silver Metallic,19677
26359,Chevrolet,Traverse RS,2022,36618,3.6L V6 24V GDI DOHC,3.6,9-Speed Automatic,1,Gasoline,Front-wheel Drive,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,Jet Black / Spice Red,Silver Ice Metallic,35000
26360,Land,Rover Range Rover Velar P340 S,2019,32698,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,Ebony / Ebony,Corris Grey,42498
26361,Jeep,Wrangler Unlimited 4xe Sahara,2022,4406,2.0L I4 16V GDI DOHC Turbo Hybrid,2,8-Speed Automatic,1,Hybrid,Four-wheel Drive,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,Black,Granite Crystal Clearcoat Metallic,49995
26362,MINI,Countryman Oxford Edition,2021,30076,1.5L I3 12V GDI DOHC Turbo,1.5,7-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,Carbon Black,White Silver Metallic,25900
26363,Mitsubishi,Eclipse Cross ES,2022,10586,1.5L I4 16V GDI DOHC Turbo,1.5,Automatic CVT,1,Gasoline,Front-wheel Drive,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,,Black,22990
26364,Porsche,911 Carrera,2014,73339,3.4L H6 24V GDI DOHC,3.4,7-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Black,Gray,58800
26365,Jeep,Grand Cherokee Limited,2020,25863,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,Black,Diamond Black,32616
26366,Chevrolet,Camaro ZL1,2018,44228,6.2L V8 16V GDI OHV Supercharged,6.2,10-Speed Automatic,1,Gasoline,Rear-wheel Drive,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,Black,White,57999
26367,Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium,2020,13910,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,Titan Black / Quarzit,Pure Gray,37986
26368,FIAT,500X Lounge,2017,39305,2.4L I4 16V MPFI SOHC,2.4,9-Speed Automatic,1,Gasoline,Four-wheel Drive,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,Black,Red,20998
26369,Hyundai,IONIQ Plug-In Hybrid Base,2019,31514,1.6L I4 16V GDI DOHC Hybrid,1.6,6-Speed Automatic with Auto-Shift,1,Hybrid,Front-wheel Drive,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,Charcoal Black,Ceramic White,22321
26370,Jaguar,F-TYPE S,2014,75566,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,Jet / Jet / Redzone,Ultimate Black Metallic,29999
26371,Volkswagen,Atlas 3.6L V6 SE w/Technology,2022,24080,Regular Unleaded V-6 3.6 L/220,3.6,Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,,BLACK,38833
26372,Cadillac,CT6 3.0L Twin Turbo Platinum,2018,34334,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,Beige,White,46975
26373,Honda,Pilot Elite,2016,68003,3.5L V6 24V GDI SOHC,3.5,9-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,Black,Crystal Black Pearl,25490
26374,Jaguar,XF I4 T,2013,109117,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,Charcoal,Polaris White,11999
26375,Toyota,Tacoma TRD Pro,2021,34373,3.5L V6 24V PDI DOHC,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,Black,Magnetic Gray Metallic,48888
26376,Mazda,CX-9 Touring,2020,23309,2.5L,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,Black,Sonic Silver Metallic,28959
26377,Lexus,GX 460 Luxury,2020,32391,4.6L V8 32V MPFI DOHC,4.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,Sepia,Starfire Pearl,56691
26378,Cadillac,XT6 Sport AWD,2020,81302,3.6L V6 24V GDI DOHC,3.6,9-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,Jet Black,Stellar Black Metallic,41850
26379,Cadillac,Escalade Premium,2016,75411,6.2L V8 16V GDI OHV,6.2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,Shale,Crystal White Tri-Coat,36530
26380,Mercedes-Benz,G-Class G 550 4MATIC,2016,55048,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,4,7-Speed A/T,0,Gasoline,Four-wheel Drive,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,Black,Gray,78000
26381,MINI,SE Hardtop Cooper,2023,1338,Electric,,Automatic,1,Electric,Front-wheel Drive,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,Black,Blue,34999
26382,Mazda,CX-5 Touring,2021,16679,2.5L I4 16V,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,Black,Machine Gray Metallic,29990
26383,Lexus,RX 350 350,2016,72766,3.5L V6 24V GDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,Black,Black,29072
26384,Lexus,NX 200t F Sport,2015,74323,"2L I-4 port/direct injection, DOHC, VVT-i variable valve control",2,Automatic,1,Gasoline,Front-wheel Drive,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,F Sport Black,Atomic Silver,25888
26385,Maserati,Levante Base,2017,63239,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,Black,Grigio Metallo Metallic,31977
26386,Honda,Accord Touring,2018,42673,1.5L I4 16V GDI DOHC Turbo,1.5,Automatic CVT,1,Gasoline,Front-wheel Drive,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,Black,Gray,25000
26387,Cadillac,Escalade Sport,2022,13141,6.2L V8 16V GDI OHV,6.2,10-Speed Automatic,1,Gasoline,Four-wheel Drive,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Brandy,Crystal White Tri-Coat,107000
26388,Hyundai,Sonata Hybrid SEL,2021,7826,2.0L I4 16V GDI DOHC Hybrid,2,6-Speed Automatic,1,Hybrid,Front-wheel Drive,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,Black,Hyper White,30998
